source_id,active_days,total_detections,observation_span_days,recurrence_rate,detections_per_span_day,mean_gap_hours,std_gap_hours,median_gap_hours,min_gap_hours,max_gap_hours,temporal_regularity,max_active_days_7d,max_active_days_14d,max_active_days_30d,persistence_score
SOURCE_0378,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0379,2,8,1,0.28571428571429,8.0,3.4285714285714,8.3982505466852,0.0,0.0,24.0,0.10640278156371,2,2,2,0.32
SOURCE_0380,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0381,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0382,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0383,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0384,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0385,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0386,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0387,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0388,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0389,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0390,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0391,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0392,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0393,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0394,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0395,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0396,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0397,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0398,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0399,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0400,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0401,1,5,0,0.14285714285714,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.18
SOURCE_0402,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0403,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0404,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0405,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0406,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0407,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0408,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0409,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0410,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0411,1,4,0,0.14285714285714,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.16
SOURCE_0412,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0413,2,2,1,0.28571428571429,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,0.23
SOURCE_0414,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0415,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0416,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0417,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0418,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0419,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0420,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0421,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0422,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0423,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0424,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0425,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0426,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0427,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0428,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0429,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0430,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0431,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0432,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0433,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0434,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0435,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0436,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0437,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0438,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0439,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0440,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0441,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0442,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0443,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0444,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0445,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0446,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0447,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0448,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0449,2,2,1,0.28571428571429,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,0.23
SOURCE_0450,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0451,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0452,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0453,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0454,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0455,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0456,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0457,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0458,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0459,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0460,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0461,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0462,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0463,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0464,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0465,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0466,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0467,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0468,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0469,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0470,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0471,2,4,1,0.28571428571429,4.0,8.0,11.313708498985,0.0,0.0,24.0,0.081210303141612,2,2,2,0.26
SOURCE_0472,2,2,1,0.28571428571429,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,0.23
SOURCE_0473,2,2,1,0.28571428571429,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,0.23
SOURCE_0474,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0475,1,4,0,0.14285714285714,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.16
SOURCE_0476,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0477,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0478,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0479,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0480,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0481,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0482,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0483,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0484,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0485,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0486,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0487,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0488,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0489,2,2,1,0.28571428571429,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,0.23
SOURCE_0490,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0491,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0492,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0493,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0494,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0495,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0496,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0497,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0498,1,7,0,0.14285714285714,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.2
SOURCE_0499,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0500,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0501,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0502,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0503,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0504,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0505,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0506,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0507,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0508,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0509,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0510,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0511,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0512,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0513,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0514,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0515,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0516,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0517,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0518,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0519,2,2,1,0.28571428571429,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,0.23
SOURCE_0520,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0521,2,2,1,0.28571428571429,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,0.23
SOURCE_0522,2,2,1,0.28571428571429,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,0.23
SOURCE_0523,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0524,2,2,1,0.28571428571429,2.0,24.0,0.0,24.0,24.0,24.0,0.0,2,2,2,0.23
SOURCE_0525,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0526,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0527,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0528,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0529,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0530,1,3,0,0.14285714285714,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.14
SOURCE_0531,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0532,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0533,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0534,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0535,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0536,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0537,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0538,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0539,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0540,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0541,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0542,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0543,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0544,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0545,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0546,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0547,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0548,1,2,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.13
SOURCE_0549,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0550,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0551,1,3,0,0.14285714285714,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.14
SOURCE_0552,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0553,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0554,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0555,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0556,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0557,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0558,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0559,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0560,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0561,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0562,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
SOURCE_0563,1,1,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,0.12
